date,location,tourist_count,latitude,longitude,type,capacity,density
2025-08-25,Munnar Hills,1191,10.0889,77.0595,eco,22000,5.4
2025-08-26,Goa Beach,3055,15.2993,73.9512,coastal,50000,6.1
2025-08-26,Taj Mahal,2122,27.1751,78.0421,heritage,40000,5.3
2025-08-26,Jaipur Fort,2318,26.9855,75.8513,heritage,35000,6.6
2025-08-26,Kerala Backwaters,1324,9.4981,76.3388,eco,25000,5.3
2025-08-26,Hampi Ruins,2144,15.335,76.46,heritage,20000,10.7
2025-08-26,Udaipur Lakes,2177,24.5854,73.7125,heritage,30000,7.3
2025-08-26,Rishikesh,1933,30.0869,78.2676,spiritual,28000,6.9
2025-08-26,Munnar Hills,1222,10.0889,77.0595,eco,22000,5.6
2025-08-27,Goa Beach,3075,15.2993,73.9512,coastal,50000,6.2
2025-08-27,Taj Mahal,2396,27.1751,78.0421,heritage,40000,6.0
2025-08-27,Jaipur Fort,2276,26.9855,75.8513,heritage,35000,6.5
2025-08-27,Kerala Backwaters,1342,9.4981,76.3388,eco,25000,5.4
2025-08-27,Hampi Ruins,2056,15.335,76.46,heritage,20000,10.3
2025-08-27,Udaipur Lakes,2310,24.5854,73.7125,heritage,30000,7.7
2025-08-27,Rishikesh,1656,30.0869,78.2676,spiritual,28000,5.9
2025-08-27,Munnar Hills,1244,10.0889,77.0595,eco,22000,5.7
2025-08-28,Goa Beach,3366,15.2993,73.9512,coastal,50000,6.7
2025-08-28,Taj Mahal,2068,27.1751,78.0421,heritage,40000,5.2
2025-08-28,Jaipur Fort,1831,26.9855,75.8513,heritage,35000,5.2
2025-08-28,Kerala Backwaters,1030,9.4981,76.3388,eco,25000,4.1
2025-08-28,Hampi Ruins,1998,15.335,76.46,heritage,20000,10.0
2025-08-28,Udaipur Lakes,2038,24.5854,73.7125,heritage,30000,6.8
2025-08-28,Rishikesh,2020,30.0869,78.2676,spiritual,28000,7.2
2025-08-28,Munnar Hills,1261,10.0889,77.0595,eco,22000,5.7
2025-08-29,Goa Beach,3294,15.2993,73.9512,coastal,50000,6.6
2025-08-29,Taj Mahal,2292,27.1751,78.0421,heritage,40000,5.7
2025-08-29,Jaipur Fort,2085,26.9855,75.8513,heritage,35000,6.0
2025-08-29,Kerala Backwaters,1203,9.4981,76.3388,eco,25000,4.8
2025-08-29,Hampi Ruins,2374,15.335,76.46,heritage,20000,11.9
2025-08-29,Udaipur Lakes,1843,24.5854,73.7125,heritage,30000,6.1
2025-08-29,Rishikesh,2051,30.0869,78.2676,spiritual,28000,7.3
2025-08-29,Munnar Hills,1028,10.0889,77.0595,eco,22000,4.7
2025-08-30,Goa Beach,3711,15.2993,73.9512,coastal,50000,7.4
2025-08-30,Taj Mahal,2681,27.1751,78.0421,heritage,40000,6.7
2025-08-30,Jaipur Fort,2768,26.9855,75.8513,heritage,35000,7.9
2025-08-30,Kerala Backwaters,1685,9.4981,76.3388,eco,25000,6.7
2025-08-30,Hampi Ruins,2569,15.335,76.46,heritage,20000,12.8
2025-08-30,Udaipur Lakes,3303,24.5854,73.7125,heritage,30000,11.0
2025-08-30,Rishikesh,2758,30.0869,78.2676,spiritual,28000,9.8
2025-08-30,Munnar Hills,1656,10.0889,77.0595,eco,22000,7.5
2025-08-31,Goa Beach,4496,15.2993,73.9512,coastal,50000,9.0
2025-08-31,Taj Mahal,2810,27.1751,78.0421,heritage,40000,7.0
2025-08-31,Jaipur Fort,3367,26.9855,75.8513,heritage,35000,9.6
2025-08-31,Kerala Backwaters,1794,9.4981,76.3388,eco,25000,7.2
2025-08-31,Hampi Ruins,2952,15.335,76.46,heritage,20000,14.8
2025-08-31,Udaipur Lakes,3171,24.5854,73.7125,heritage,30000,10.6
2025-08-31,Rishikesh,2813,30.0869,78.2676,spiritual,28000,10.0
2025-08-31,Munnar Hills,1852,10.0889,77.0595,eco,22000,8.4
2025-09-01,Goa Beach,5266,15.2993,73.9512,coastal,50000,10.5
2025-09-01,Taj Mahal,3446,27.1751,78.0421,heritage,40000,8.6
2025-09-01,Jaipur Fort,3376,26.9855,75.8513,heritage,35000,9.6
2025-09-01,Kerala Backwaters,2115,9.4981,76.3388,eco,25000,8.5
2025-09-01,Hampi Ruins,3292,15.335,76.46,heritage,20000,16.5
2025-09-01,Udaipur Lakes,3182,24.5854,73.7125,heritage,30000,10.6
2025-09-01,Rishikesh,2621,30.0869,78.2676,spiritual,28000,9.4
2025-09-01,Munnar Hills,1839,10.0889,77.0595,eco,22000,8.4
2025-09-02,Goa Beach,4415,15.2993,73.9512,coastal,50000,8.8
2025-09-02,Taj Mahal,3965,27.1751,78.0421,heritage,40000,9.9
2025-09-02,Jaipur Fort,3010,26.9855,75.8513,heritage,35000,8.6
2025-09-02,Kerala Backwaters,1878,9.4981,76.3388,eco,25000,7.5
2025-09-02,Hampi Ruins,3246,15.335,76.46,heritage,20000,16.2
2025-09-02,Udaipur Lakes,3915,24.5854,73.7125,heritage,30000,13.1
2025-09-02,Rishikesh,2727,30.0869,78.2676,spiritual,28000,9.7
2025-09-02,Munnar Hills,2219,10.0889,77.0595,eco,22000,10.1
2025-09-03,Goa Beach,4713,15.2993,73.9512,coastal,50000,9.4
2025-09-03,Taj Mahal,3975,27.1751,78.0421,heritage,40000,9.9
2025-09-03,Jaipur Fort,3542,26.9855,75.8513,heritage,35000,10.1
2025-09-03,Kerala Backwaters,2215,9.4981,76.3388,eco,25000,8.9
2025-09-03,Hampi Ruins,3706,15.335,76.46,heritage,20000,18.5
2025-09-03,Udaipur Lakes,4021,24.5854,73.7125,heritage,30000,13.4
2025-09-03,Rishikesh,2660,30.0869,78.2676,spiritual,28000,9.5
2025-09-03,Munnar Hills,1804,10.0889,77.0595,eco,22000,8.2
2025-09-04,Goa Beach,5491,15.2993,73.9512,coastal,50000,11.0
2025-09-04,Taj Mahal,3459,27.1751,78.0421,heritage,40000,8.6
2025-09-04,Jaipur Fort,3509,26.9855,75.8513,heritage,35000,10.0
2025-09-04,Kerala Backwaters,1963,9.4981,76.3388,eco,25000,7.9
2025-09-04,Hampi Ruins,3218,15.335,76.46,heritage,20000,16.1
2025-09-04,Udaipur Lakes,3648,24.5854,73.7125,heritage,30000,12.2
2025-09-04,Rishikesh,3284,30.0869,78.2676,spiritual,28000,11.7
2025-09-04,Munnar Hills,2274,10.0889,77.0595,eco,22000,10.3
2025-09-05,Goa Beach,4424,15.2993,73.9512,coastal,50000,8.8
2025-09-05,Taj Mahal,3940,27.1751,78.0421,heritage,40000,9.8
2025-09-05,Jaipur Fort,3614,26.9855,75.8513,heritage,35000,10.3
2025-09-05,Kerala Backwaters,2223,9.4981,76.3388,eco,25000,8.9
2025-09-05,Hampi Ruins,3203,15.335,76.46,heritage,20000,16.0
2025-09-05,Udaipur Lakes,3520,24.5854,73.7125,heritage,30000,11.7
2025-09-05,Rishikesh,2867,30.0869,78.2676,spiritual,28000,10.2
2025-09-05,Munnar Hills,2012,10.0889,77.0595,eco,22000,9.1
2025-09-06,Goa Beach,6105,15.2993,73.9512,coastal,50000,12.2
2025-09-06,Taj Mahal,5327,27.1751,78.0421,heritage,40000,13.3
2025-09-06,Jaipur Fort,4397,26.9855,75.8513,heritage,35000,12.6
2025-09-06,Kerala Backwaters,3001,9.4981,76.3388,eco,25000,12.0
2025-09-06,Hampi Ruins,5016,15.335,76.46,heritage,20000,25.1
2025-09-06,Udaipur Lakes,5262,24.5854,73.7125,heritage,30000,17.5
2025-09-06,Rishikesh,3962,30.0869,78.2676,spiritual,28000,14.1
2025-09-06,Munnar Hills,2896,10.0889,77.0595,eco,22000,13.2
2025-09-07,Goa Beach,6268,15.2993,73.9512,coastal,50000,12.5
2025-09-07,Taj Mahal,4232,27.1751,78.0421,heritage,40000,10.6
2025-09-07,Jaipur Fort,5275,26.9855,75.8513,heritage,35000,15.1
2025-09-07,Kerala Backwaters,3038,9.4981,76.3388,eco,25000,12.2
2025-09-07,Hampi Ruins,4314,15.335,76.46,heritage,20000,21.6
2025-09-07,Udaipur Lakes,4900,24.5854,73.7125,heritage,30000,16.3
2025-09-07,Rishikesh,4419,30.0869,78.2676,spiritual,28000,15.8
2025-09-07,Munnar Hills,3051,10.0889,77.0595,eco,22000,13.9
2025-09-08,Goa Beach,5398,15.2993,73.9512,coastal,50000,10.8
2025-09-08,Taj Mahal,2976,27.1751,78.0421,heritage,40000,7.4
2025-09-08,Jaipur Fort,3791,26.9855,75.8513,heritage,35000,10.8
2025-09-08,Kerala Backwaters,1897,9.4981,76.3388,eco,25000,7.6
2025-09-08,Hampi Ruins,3257,15.335,76.46,heritage,20000,16.3
2025-09-08,Udaipur Lakes,3556,24.5854,73.7125,heritage,30000,11.9
2025-09-08,Rishikesh,2876,30.0869,78.2676,spiritual,28000,10.3
2025-09-08,Munnar Hills,1943,10.0889,77.0595,eco,22000,8.8
2025-09-09,Goa Beach,4682,15.2993,73.9512,coastal,50000,9.4
2025-09-09,Taj Mahal,3604,27.1751,78.0421,heritage,40000,9.0
2025-09-09,Jaipur Fort,2981,26.9855,75.8513,heritage,35000,8.5
2025-09-09,Kerala Backwaters,1941,9.4981,76.3388,eco,25000,7.8
2025-09-09,Hampi Ruins,3723,15.335,76.46,heritage,20000,18.6
2025-09-09,Udaipur Lakes,3709,24.5854,73.7125,heritage,30000,12.4
2025-09-09,Rishikesh,2929,30.0869,78.2676,spiritual,28000,10.5
2025-09-09,Munnar Hills,1918,10.0889,77.0595,eco,22000,8.7
2025-09-10,Goa Beach,4435,15.2993,73.9512,coastal,50000,8.9
2025-09-10,Taj Mahal,3067,27.1751,78.0421,heritage,40000,7.7
2025-09-10,Jaipur Fort,3808,26.9855,75.8513,heritage,35000,10.9
2025-09-10,Kerala Backwaters,2202,9.4981,76.3388,eco,25000,8.8
2025-09-10,Hampi Ruins,3836,15.335,76.46,heritage,20000,19.2
2025-09-10,Udaipur Lakes,3771,24.5854,73.7125,heritage,30000,12.6
2025-09-10,Rishikesh,3319,30.0869,78.2676,spiritual,28000,11.9
2025-09-10,Munnar Hills,1716,10.0889,77.0595,eco,22000,7.8
2025-09-11,Goa Beach,4775,15.2993,73.9512,coastal,50000,9.6
2025-09-11,Taj Mahal,3067,27.1751,78.0421,heritage,40000,7.7
2025-09-11,Jaipur Fort,3977,26.9855,75.8513,heritage,35000,11.4
2025-09-11,Kerala Backwaters,2281,9.4981,76.3388,eco,25000,9.1
2025-09-11,Hampi Ruins,3323,15.335,76.46,heritage,20000,16.6
2025-09-11,Udaipur Lakes,3868,24.5854,73.7125,heritage,30000,12.9
2025-09-11,Rishikesh,2643,30.0869,78.2676,spiritual,28000,9.4
2025-09-11,Munnar Hills,1739,10.0889,77.0595,eco,22000,7.9
2025-09-12,Goa Beach,4272,15.2993,73.9512,coastal,50000,8.5
2025-09-12,Taj Mahal,3535,27.1751,78.0421,heritage,40000,8.8
2025-09-12,Jaipur Fort,3658,26.9855,75.8513,heritage,35000,10.5
2025-09-12,Kerala Backwaters,2171,9.4981,76.3388,eco,25000,8.7
2025-09-12,Hampi Ruins,3892,15.335,76.46,heritage,20000,19.5
2025-09-12,Udaipur Lakes,3304,24.5854,73.7125,heritage,30000,11.0
2025-09-12,Rishikesh,3420,30.0869,78.2676,spiritual,28000,12.2
2025-09-12,Munnar Hills,1969,10.0889,77.0595,eco,22000,8.9
2025-09-13,Goa Beach,7641,15.2993,73.9512,coastal,50000,15.3
2025-09-13,Taj Mahal,4420,27.1751,78.0421,heritage,40000,11.1
2025-09-13,Jaipur Fort,5003,26.9855,75.8513,heritage,35000,14.3
2025-09-13,Kerala Backwaters,2409,9.4981,76.3388,eco,25000,9.6
2025-09-13,Hampi Ruins,4318,15.335,76.46,heritage,20000,21.6
2025-09-13,Udaipur Lakes,5278,24.5854,73.7125,heritage,30000,17.6
2025-09-13,Rishikesh,4293,30.0869,78.2676,spiritual,28000,15.3
2025-09-13,Munnar Hills,2947,10.0889,77.0595,eco,22000,13.4
2025-09-14,Goa Beach,6227,15.2993,73.9512,coastal,50000,12.5
2025-09-14,Taj Mahal,5012,27.1751,78.0421,heritage,40000,12.5
2025-09-14,Jaipur Fort,5028,26.9855,75.8513,heritage,35000,14.4
2025-09-14,Kerala Backwaters,2936,9.4981,76.3388,eco,25000,11.7
2025-09-14,Hampi Ruins,4604,15.335,76.46,heritage,20000,23.0
2025-09-14,Udaipur Lakes,4179,24.5854,73.7125,heritage,30000,13.9
2025-09-14,Rishikesh,3620,30.0869,78.2676,spiritual,28000,12.9
2025-09-14,Munnar Hills,2649,10.0889,77.0595,eco,22000,12.0
2025-09-15,Goa Beach,5483,15.2993,73.9512,coastal,50000,11.0
2025-09-15,Taj Mahal,3280,27.1751,78.0421,heritage,40000,8.2
2025-09-15,Jaipur Fort,3308,26.9855,75.8513,heritage,35000,9.5
2025-09-15,Kerala Backwaters,1887,9.4981,76.3388,eco,25000,7.5
2025-09-15,Hampi Ruins,3345,15.335,76.46,heritage,20000,16.7
2025-09-15,Udaipur Lakes,3426,24.5854,73.7125,heritage,30000,11.4
2025-09-15,Rishikesh,2678,30.0869,78.2676,spiritual,28000,9.6
2025-09-15,Munnar Hills,1888,10.0889,77.0595,eco,22000,8.6
2025-09-16,Goa Beach,5000,15.2993,73.9512,coastal,50000,10.0
2025-09-16,Taj Mahal,3353,27.1751,78.0421,heritage,40000,8.4
2025-09-16,Jaipur Fort,3527,26.9855,75.8513,heritage,35000,10.1
2025-09-16,Kerala Backwaters,2006,9.4981,76.3388,eco,25000,8.0
2025-09-16,Hampi Ruins,3403,15.335,76.46,heritage,20000,17.0
2025-09-16,Udaipur Lakes,3098,24.5854,73.7125,heritage,30000,10.3
2025-09-16,Rishikesh,3201,30.0869,78.2676,spiritual,28000,11.4
2025-09-16,Munnar Hills,2234,10.0889,77.0595,eco,22000,10.2
2025-09-17,Goa Beach,4500,15.2993,73.9512,coastal,50000,9.0
2025-09-17,Taj Mahal,3527,27.1751,78.0421,heritage,40000,8.8
2025-09-17,Jaipur Fort,3044,26.9855,75.8513,heritage,35000,8.7
2025-09-17,Kerala Backwaters,1955,9.4981,76.3388,eco,25000,7.8
2025-09-17,Hampi Ruins,3737,15.335,76.46,heritage,20000,18.7
2025-09-17,Udaipur Lakes,3460,24.5854,73.7125,heritage,30000,11.5
2025-09-17,Rishikesh,2872,30.0869,78.2676,spiritual,28000,10.3
2025-09-17,Munnar Hills,1808,10.0889,77.0595,eco,22000,8.2
2025-09-18,Goa Beach,5366,15.2993,73.9512,coastal,50000,10.7
2025-09-18,Taj Mahal,3449,27.1751,78.0421,heritage,40000,8.6
2025-09-18,Jaipur Fort,3613,26.9855,75.8513,heritage,35000,10.3
2025-09-18,Kerala Backwaters,2058,9.4981,76.3388,eco,25000,8.2
2025-09-18,Hampi Ruins,3821,15.335,76.46,heritage,20000,19.1
2025-09-18,Udaipur Lakes,3766,24.5854,73.7125,heritage,30000,12.6
2025-09-18,Rishikesh,3276,30.0869,78.2676,spiritual,28000,11.7
2025-09-18,Munnar Hills,2012,10.0889,77.0595,eco,22000,9.1
2025-09-19,Goa Beach,5163,15.2993,73.9512,coastal,50000,10.3
2025-09-19,Taj Mahal,3045,27.1751,78.0421,heritage,40000,7.6
2025-09-19,Jaipur Fort,3889,26.9855,75.8513,heritage,35000,11.1
2025-09-19,Kerala Backwaters,2108,9.4981,76.3388,eco,25000,8.4
2025-09-19,Hampi Ruins,3834,15.335,76.46,heritage,20000,19.2
2025-09-19,Udaipur Lakes,3263,24.5854,73.7125,heritage,30000,10.9
2025-09-19,Rishikesh,3388,30.0869,78.2676,spiritual,28000,12.1
2025-09-19,Munnar Hills,1817,10.0889,77.0595,eco,22000,8.3
2025-09-20,Goa Beach,7086,15.2993,73.9512,coastal,50000,14.2
2025-09-20,Taj Mahal,5243,27.1751,78.0421,heritage,40000,13.1
2025-09-20,Jaipur Fort,5154,26.9855,75.8513,heritage,35000,14.7
2025-09-20,Kerala Backwaters,3100,9.4981,76.3388,eco,25000,12.4
2025-09-20,Hampi Ruins,4266,15.335,76.46,heritage,20000,21.3
2025-09-20,Udaipur Lakes,5447,24.5854,73.7125,heritage,30000,18.2
2025-09-20,Rishikesh,4802,30.0869,78.2676,spiritual,28000,17.2
2025-09-20,Munnar Hills,3201,10.0889,77.0595,eco,22000,14.5
2025-09-21,Goa Beach,6068,15.2993,73.9512,coastal,50000,12.1
2025-09-21,Taj Mahal,4183,27.1751,78.0421,heritage,40000,10.5
2025-09-21,Jaipur Fort,4283,26.9855,75.8513,heritage,35000,12.2
2025-09-21,Kerala Backwaters,2518,9.4981,76.3388,eco,25000,10.1
2025-09-21,Hampi Ruins,4924,15.335,76.46,heritage,20000,24.6
2025-09-21,Udaipur Lakes,4755,24.5854,73.7125,heritage,30000,15.8
2025-09-21,Rishikesh,4271,30.0869,78.2676,spiritual,28000,15.3
2025-09-21,Munnar Hills,2405,10.0889,77.0595,eco,22000,10.9
2025-09-22,Goa Beach,4508,15.2993,73.9512,coastal,50000,9.0
2025-09-22,Taj Mahal,3248,27.1751,78.0421,heritage,40000,8.1
2025-09-22,Jaipur Fort,3927,26.9855,75.8513,heritage,35000,11.2
2025-09-22,Kerala Backwaters,2093,9.4981,76.3388,eco,25000,8.4
2025-09-22,Hampi Ruins,3941,15.335,76.46,heritage,20000,19.7
2025-09-22,Udaipur Lakes,3815,24.5854,73.7125,heritage,30000,12.7
2025-09-22,Rishikesh,2757,30.0869,78.2676,spiritual,28000,9.8
2025-09-22,Munnar Hills,1846,10.0889,77.0595,eco,22000,8.4
2025-09-23,Goa Beach,4595,15.2993,73.9512,coastal,50000,9.2
2025-09-23,Taj Mahal,3744,27.1751,78.0421,heritage,40000,9.4
2025-09-23,Jaipur Fort,3798,26.9855,75.8513,heritage,35000,10.9
2025-09-23,Kerala Backwaters,1737,9.4981,76.3388,eco,25000,6.9
2025-09-23,Hampi Ruins,3790,15.335,76.46,heritage,20000,18.9
2025-09-23,Udaipur Lakes,3965,24.5854,73.7125,heritage,30000,13.2
2025-09-23,Rishikesh,3164,30.0869,78.2676,spiritual,28000,11.3
2025-09-23,Munnar Hills,2043,10.0889,77.0595,eco,22000,9.3
2025-09-24,Goa Beach,4610,15.2993,73.9512,coastal,50000,9.2
2025-09-24,Taj Mahal,3025,27.1751,78.0421,heritage,40000,7.6
2025-09-24,Jaipur Fort,3509,26.9855,75.8513,heritage,35000,10.0
2025-09-24,Kerala Backwaters,1777,9.4981,76.3388,eco,25000,7.1
2025-09-24,Hampi Ruins,3164,15.335,76.46,heritage,20000,15.8
2025-09-24,Udaipur Lakes,3559,24.5854,73.7125,heritage,30000,11.9
2025-09-24,Rishikesh,3291,30.0869,78.2676,spiritual,28000,11.8
2025-09-24,Munnar Hills,2102,10.0889,77.0595,eco,22000,9.6
2025-09-25,Goa Beach,5558,15.2993,73.9512,coastal,50000,11.1
2025-09-25,Taj Mahal,3934,27.1751,78.0421,heritage,40000,9.8
2025-09-25,Jaipur Fort,3012,26.9855,75.8513,heritage,35000,8.6
2025-09-25,Kerala Backwaters,2289,9.4981,76.3388,eco,25000,9.2
2025-09-25,Hampi Ruins,3876,15.335,76.46,heritage,20000,19.4
2025-09-25,Udaipur Lakes,2982,24.5854,73.7125,heritage,30000,9.9
2025-09-25,Rishikesh,3003,30.0869,78.2676,spiritual,28000,10.7
2025-09-25,Munnar Hills,1830,10.0889,77.0595,eco,22000,8.3
2025-09-26,Goa Beach,4706,15.2993,73.9512,coastal,50000,9.4
2025-09-26,Taj Mahal,3389,27.1751,78.0421,heritage,40000,8.5
2025-09-26,Jaipur Fort,3342,26.9855,75.8513,heritage,35000,9.5
2025-09-26,Kerala Backwaters,1825,9.4981,76.3388,eco,25000,7.3
2025-09-26,Hampi Ruins,3323,15.335,76.46,heritage,20000,16.6
2025-09-26,Udaipur Lakes,3223,24.5854,73.7125,heritage,30000,10.7
2025-09-26,Rishikesh,2701,30.0869,78.2676,spiritual,28000,9.6
2025-09-26,Munnar Hills,1826,10.0889,77.0595,eco,22000,8.3
2025-09-27,Goa Beach,7878,15.2993,73.9512,coastal,50000,15.8
2025-09-27,Taj Mahal,4311,27.1751,78.0421,heritage,40000,10.8
2025-09-27,Jaipur Fort,4234,26.9855,75.8513,heritage,35000,12.1
2025-09-27,Kerala Backwaters,3062,9.4981,76.3388,eco,25000,12.2
2025-09-27,Hampi Ruins,5377,15.335,76.46,heritage,20000,26.9
2025-09-27,Udaipur Lakes,5463,24.5854,73.7125,heritage,30000,18.2
2025-09-27,Rishikesh,4574,30.0869,78.2676,spiritual,28000,16.3
2025-09-27,Munnar Hills,3131,10.0889,77.0595,eco,22000,14.2
2025-09-28,Goa Beach,6209,15.2993,73.9512,coastal,50000,12.4
2025-09-28,Taj Mahal,5458,27.1751,78.0421,heritage,40000,13.6
2025-09-28,Jaipur Fort,4801,26.9855,75.8513,heritage,35000,13.7
2025-09-28,Kerala Backwaters,2470,9.4981,76.3388,eco,25000,9.9
2025-09-28,Hampi Ruins,5095,15.335,76.46,heritage,20000,25.5
2025-09-28,Udaipur Lakes,5620,24.5854,73.7125,heritage,30000,18.7
2025-09-28,Rishikesh,4308,30.0869,78.2676,spiritual,28000,15.4
2025-09-28,Munnar Hills,2609,10.0889,77.0595,eco,22000,11.9
2025-09-29,Goa Beach,5144,15.2993,73.9512,coastal,50000,10.3
2025-09-29,Taj Mahal,3231,27.1751,78.0421,heritage,40000,8.1
2025-09-29,Jaipur Fort,3053,26.9855,75.8513,heritage,35000,8.7
2025-09-29,Kerala Backwaters,2299,9.4981,76.3388,eco,25000,9.2
2025-09-29,Hampi Ruins,3402,15.335,76.46,heritage,20000,17.0
2025-09-29,Udaipur Lakes,3297,24.5854,73.7125,heritage,30000,11.0
2025-09-29,Rishikesh,2934,30.0869,78.2676,spiritual,28000,10.5
2025-09-29,Munnar Hills,1878,10.0889,77.0595,eco,22000,8.5
2025-09-30,Goa Beach,5576,15.2993,73.9512,coastal,50000,11.2
2025-09-30,Taj Mahal,3404,27.1751,78.0421,heritage,40000,8.5
2025-09-30,Jaipur Fort,3551,26.9855,75.8513,heritage,35000,10.1
2025-09-30,Kerala Backwaters,2190,9.4981,76.3388,eco,25000,8.8
2025-09-30,Hampi Ruins,3820,15.335,76.46,heritage,20000,19.1
2025-09-30,Udaipur Lakes,3518,24.5854,73.7125,heritage,30000,11.7
2025-09-30,Rishikesh,3062,30.0869,78.2676,spiritual,28000,10.9
2025-09-30,Munnar Hills,1836,10.0889,77.0595,eco,22000,8.3
2025-10-01,Goa Beach,5603,15.2993,73.9512,coastal,50000,11.2
2025-10-01,Taj Mahal,3052,27.1751,78.0421,heritage,40000,7.6
2025-10-01,Jaipur Fort,3052,26.9855,75.8513,heritage,35000,8.7
2025-10-01,Kerala Backwaters,2024,9.4981,76.3388,eco,25000,8.1
2025-10-01,Hampi Ruins,3030,15.335,76.46,heritage,20000,15.2
2025-10-01,Udaipur Lakes,3092,24.5854,73.7125,heritage,30000,10.3
2025-10-01,Rishikesh,2585,30.0869,78.2676,spiritual,28000,9.2
2025-10-01,Munnar Hills,1904,10.0889,77.0595,eco,22000,8.7
2025-10-02,Goa Beach,5183,15.2993,73.9512,coastal,50000,10.4
2025-10-02,Taj Mahal,3032,27.1751,78.0421,heritage,40000,7.6
2025-10-02,Jaipur Fort,3430,26.9855,75.8513,heritage,35000,9.8
2025-10-02,Kerala Backwaters,1803,9.4981,76.3388,eco,25000,7.2
2025-10-02,Hampi Ruins,3293,15.335,76.46,heritage,20000,16.5
2025-10-02,Udaipur Lakes,3055,24.5854,73.7125,heritage,30000,10.2
2025-10-02,Rishikesh,2580,30.0869,78.2676,spiritual,28000,9.2
2025-10-02,Munnar Hills,2144,10.0889,77.0595,eco,22000,9.7
2025-10-03,Goa Beach,4626,15.2993,73.9512,coastal,50000,9.3
2025-10-03,Taj Mahal,3580,27.1751,78.0421,heritage,40000,8.9
2025-10-03,Jaipur Fort,3452,26.9855,75.8513,heritage,35000,9.9
2025-10-03,Kerala Backwaters,2101,9.4981,76.3388,eco,25000,8.4
2025-10-03,Hampi Ruins,3004,15.335,76.46,heritage,20000,15.0
2025-10-03,Udaipur Lakes,3315,24.5854,73.7125,heritage,30000,11.1
2025-10-03,Rishikesh,3266,30.0869,78.2676,spiritual,28000,11.7
2025-10-03,Munnar Hills,1761,10.0889,77.0595,eco,22000,8.0
2025-10-04,Goa Beach,7467,15.2993,73.9512,coastal,50000,14.9
2025-10-04,Taj Mahal,5223,27.1751,78.0421,heritage,40000,13.1
2025-10-04,Jaipur Fort,4976,26.9855,75.8513,heritage,35000,14.2
2025-10-04,Kerala Backwaters,2569,9.4981,76.3388,eco,25000,10.3
2025-10-04,Hampi Ruins,5346,15.335,76.46,heritage,20000,26.7
2025-10-04,Udaipur Lakes,5284,24.5854,73.7125,heritage,30000,17.6
2025-10-04,Rishikesh,4418,30.0869,78.2676,spiritual,28000,15.8
2025-10-04,Munnar Hills,2952,10.0889,77.0595,eco,22000,13.4
2025-10-05,Goa Beach,7192,15.2993,73.9512,coastal,50000,14.4
2025-10-05,Taj Mahal,4753,27.1751,78.0421,heritage,40000,11.9
2025-10-05,Jaipur Fort,5016,26.9855,75.8513,heritage,35000,14.3
2025-10-05,Kerala Backwaters,3173,9.4981,76.3388,eco,25000,12.7
2025-10-05,Hampi Ruins,5129,15.335,76.46,heritage,20000,25.6
2025-10-05,Udaipur Lakes,5451,24.5854,73.7125,heritage,30000,18.2
2025-10-05,Rishikesh,3907,30.0869,78.2676,spiritual,28000,14.0
2025-10-05,Munnar Hills,3029,10.0889,77.0595,eco,22000,13.8
2025-10-06,Goa Beach,5530,15.2993,73.9512,coastal,50000,11.1
2025-10-06,Taj Mahal,3993,27.1751,78.0421,heritage,40000,10.0
2025-10-06,Jaipur Fort,3327,26.9855,75.8513,heritage,35000,9.5
2025-10-06,Kerala Backwaters,1944,9.4981,76.3388,eco,25000,7.8
2025-10-06,Hampi Ruins,3947,15.335,76.46,heritage,20000,19.7
2025-10-06,Udaipur Lakes,3077,24.5854,73.7125,heritage,30000,10.3
2025-10-06,Rishikesh,2730,30.0869,78.2676,spiritual,28000,9.8
2025-10-06,Munnar Hills,1725,10.0889,77.0595,eco,22000,7.8
2025-10-07,Goa Beach,5503,15.2993,73.9512,coastal,50000,11.0
2025-10-07,Taj Mahal,3914,27.1751,78.0421,heritage,40000,9.8
2025-10-07,Jaipur Fort,4016,26.9855,75.8513,heritage,35000,11.5
2025-10-07,Kerala Backwaters,1765,9.4981,76.3388,eco,25000,7.1
2025-10-07,Hampi Ruins,3303,15.335,76.46,heritage,20000,16.5
2025-10-07,Udaipur Lakes,3652,24.5854,73.7125,heritage,30000,12.2
2025-10-07,Rishikesh,3323,30.0869,78.2676,spiritual,28000,11.9
2025-10-07,Munnar Hills,1789,10.0889,77.0595,eco,22000,8.1
2025-10-08,Goa Beach,5275,15.2993,73.9512,coastal,50000,10.5
2025-10-08,Taj Mahal,3095,27.1751,78.0421,heritage,40000,7.7
2025-10-08,Jaipur Fort,3779,26.9855,75.8513,heritage,35000,10.8
2025-10-08,Kerala Backwaters,1909,9.4981,76.3388,eco,25000,7.6
2025-10-08,Hampi Ruins,3637,15.335,76.46,heritage,20000,18.2
2025-10-08,Udaipur Lakes,3234,24.5854,73.7125,heritage,30000,10.8
2025-10-08,Rishikesh,3197,30.0869,78.2676,spiritual,28000,11.4
2025-10-08,Munnar Hills,2261,10.0889,77.0595,eco,22000,10.3
2025-10-09,Goa Beach,4495,15.2993,73.9512,coastal,50000,9.0
2025-10-09,Taj Mahal,3157,27.1751,78.0421,heritage,40000,7.9
2025-10-09,Jaipur Fort,3769,26.9855,75.8513,heritage,35000,10.8
2025-10-09,Kerala Backwaters,1952,9.4981,76.3388,eco,25000,7.8
