tourist_id,spending_inr,duration_days,transport_mode,accommodation_type,group_type,segment
T02449,45463,5,flight,luxury,couple,luxury
T02450,72144,14,car,luxury,family,luxury
T02451,12473,2,car,budget,couple,weekend
T02452,2970,3,bus,budget,solo,budget
T02453,7146,1,train,budget,group,budget
T02454,12342,4,bicycle,eco,family,eco
T02455,2393,2,train,budget,family,budget
T02456,4603,2,bus,budget,family,budget
T02457,5760,1,train,budget,solo,budget
T02458,18085,4,train,eco,family,eco
T02459,5702,2,train,budget,couple,budget
T02460,13838,2,car,budget,family,weekend
T02461,62587,7,car,luxury,couple,luxury
T02462,33399,7,flight,luxury,couple,luxury
T02463,4976,1,bus,budget,family,budget
T02464,5871,1,train,budget,solo,budget
T02465,46265,10,flight,luxury,family,luxury
T02466,11397,5,bicycle,eco,couple,eco
T02467,12343,2,car,mid,family,weekend
T02468,15547,4,bicycle,eco,family,eco
T02469,79953,7,car,luxury,group,luxury
T02470,39391,5,car,luxury,couple,luxury
T02471,11220,2,train,budget,couple,weekend
T02472,77291,14,car,luxury,family,luxury
T02473,6755,2,train,budget,group,weekend
T02474,5815,1,bus,budget,couple,budget
T02475,62928,5,car,luxury,couple,luxury
T02476,5292,3,train,budget,family,budget
T02477,7703,2,train,budget,family,weekend
T02478,13163,5,bicycle,eco,family,eco
T02479,10570,7,train,eco,family,eco
T02480,73344,10,flight,luxury,family,luxury
T02481,37638,14,car,luxury,family,luxury
T02482,19126,7,bus,eco,couple,eco
T02483,79221,10,flight,luxury,family,luxury
T02484,18975,7,bus,eco,family,eco
T02485,3459,3,bus,budget,couple,budget
T02486,40755,10,flight,luxury,family,luxury
T02487,48432,5,flight,luxury,solo,luxury
T02488,9211,4,bus,eco,family,eco
T02489,18459,7,train,eco,couple,eco
T02490,75579,14,car,luxury,family,luxury
T02491,15780,5,train,eco,couple,eco
T02492,13076,3,car,mid,family,weekend
T02493,35195,10,car,luxury,family,luxury
T02494,6943,1,train,budget,family,budget
T02495,13705,2,car,mid,family,weekend
T02496,12145,7,train,eco,family,eco
T02497,18743,5,bus,eco,family,eco
T02498,15093,7,bus,eco,family,eco
T02499,7975,2,train,budget,group,budget
T02500,52088,7,car,luxury,family,luxury
T02501,13608,4,train,eco,couple,eco
T02502,3091,1,train,budget,couple,budget
T02503,5273,1,bus,budget,couple,budget
T02504,19025,4,bicycle,eco,family,eco
T02505,10913,7,train,eco,family,eco
T02506,8326,2,train,budget,couple,weekend
T02507,14660,2,car,budget,solo,weekend
T02508,14547,4,train,eco,couple,eco
T02509,12825,3,train,mid,family,weekend
T02510,4564,2,bus,budget,family,budget
T02511,6141,1,train,budget,group,budget
T02512,50098,7,flight,luxury,family,luxury
T02513,4109,2,train,budget,couple,budget
T02514,11835,3,train,budget,group,weekend
T02515,71937,5,flight,luxury,solo,luxury
T02516,37046,10,car,luxury,family,luxury
T02517,2270,1,bus,budget,couple,budget
T02518,8180,5,train,eco,couple,eco
T02519,4627,2,train,budget,solo,budget
T02520,4027,3,train,budget,family,budget
T02521,7231,1,bus,budget,family,budget
T02522,6605,2,car,budget,family,weekend
T02523,10002,2,train,budget,group,weekend
T02524,10380,2,train,mid,solo,weekend
T02525,8311,3,train,mid,family,weekend
T02526,9916,5,bicycle,eco,solo,eco
T02527,7012,1,bus,budget,family,budget
T02528,6193,2,train,budget,couple,budget
T02529,64249,10,car,luxury,group,luxury
T02530,4716,1,bus,budget,family,budget
T02531,10777,3,car,budget,couple,weekend
T02532,11647,3,car,budget,group,weekend
T02533,16672,4,train,eco,family,eco
T02534,68035,14,flight,luxury,family,luxury
T02535,66926,14,car,luxury,solo,luxury
T02536,8221,5,bus,eco,couple,eco
T02537,16502,5,train,eco,family,eco
T02538,11331,2,car,mid,family,weekend
T02539,2305,1,train,budget,couple,budget
T02540,41219,7,car,luxury,couple,luxury
T02541,4964,1,train,budget,couple,budget
T02542,17460,4,train,eco,couple,eco
T02543,5610,3,train,budget,family,weekend
T02544,6404,3,train,budget,solo,budget
T02545,11001,4,train,eco,group,eco
T02546,18015,7,bus,eco,family,eco
T02547,18496,4,train,eco,family,eco
T02548,3772,1,train,budget,couple,budget
T02549,71951,14,flight,luxury,group,luxury
T02550,9157,3,car,mid,couple,weekend
T02551,11136,4,bus,eco,couple,eco
T02552,7878,2,bus,budget,couple,budget
T02553,10231,5,bus,eco,couple,eco
T02554,44536,7,flight,luxury,group,luxury
T02555,72485,5,flight,luxury,couple,luxury
T02556,10099,7,bus,eco,group,eco
T02557,17617,7,train,eco,couple,eco
T02558,18045,7,bus,eco,family,eco
T02559,6600,2,train,budget,solo,budget
T02560,11097,4,bus,eco,solo,eco
T02561,59997,10,flight,luxury,solo,luxury
T02562,33527,5,car,luxury,family,luxury
T02563,11365,5,train,eco,family,eco
T02564,12884,7,train,eco,group,eco
T02565,2785,2,train,budget,family,budget
T02566,6984,2,train,budget,solo,budget
T02567,56956,5,car,luxury,family,luxury
T02568,67300,5,flight,luxury,group,luxury
T02569,6279,2,car,mid,couple,weekend
T02570,6837,3,car,budget,family,weekend
T02571,4747,2,train,budget,solo,budget
T02572,53272,7,flight,luxury,couple,luxury
T02573,13837,4,bus,eco,couple,eco
T02574,8097,5,train,eco,group,eco
T02575,6400,2,train,budget,couple,budget
T02576,9655,5,bicycle,eco,family,eco
T02577,64215,7,flight,luxury,couple,luxury
T02578,6214,2,train,budget,family,budget
T02579,6829,3,car,mid,family,weekend
T02580,6819,2,car,mid,couple,weekend
T02581,60480,14,car,luxury,solo,luxury
T02582,6455,3,car,mid,couple,weekend
T02583,5391,2,train,budget,couple,budget
T02584,3065,1,bus,budget,solo,budget
T02585,79899,5,car,luxury,couple,luxury
T02586,17948,7,train,eco,solo,eco
T02587,8998,2,car,budget,group,weekend
T02588,2573,3,bus,budget,couple,budget
T02589,58849,14,flight,luxury,family,luxury
T02590,73418,10,car,luxury,couple,luxury
T02591,3979,1,bus,budget,family,budget
T02592,3732,1,bus,budget,group,budget
T02593,50040,14,flight,luxury,couple,luxury
T02594,9840,4,train,eco,family,eco
T02595,3053,2,train,budget,solo,budget
T02596,14314,2,train,budget,family,weekend
T02597,6433,2,bus,budget,group,budget
T02598,56544,10,flight,luxury,group,luxury
T02599,14960,2,car,mid,family,weekend
T02600,12704,5,train,eco,solo,eco
T02601,64429,10,flight,luxury,couple,luxury
T02602,42628,14,flight,luxury,couple,luxury
T02603,5897,3,car,mid,solo,weekend
T02604,55824,5,car,luxury,couple,luxury
T02605,14322,7,bicycle,eco,couple,eco
T02606,9548,3,train,budget,family,weekend
T02607,13315,3,car,mid,solo,weekend
T02608,6452,2,car,budget,family,weekend
T02609,5958,1,train,budget,family,budget
T02610,7729,1,train,budget,solo,budget
T02611,8248,2,car,budget,group,weekend
T02612,4238,1,bus,budget,couple,budget
T02613,6360,1,train,budget,solo,budget
T02614,2028,3,bus,budget,couple,budget
T02615,17741,5,bus,eco,family,eco
T02616,5245,2,train,budget,couple,budget
T02617,14763,4,train,eco,group,eco
T02618,3452,1,train,budget,family,budget
T02619,18552,4,bicycle,eco,solo,eco
T02620,5738,1,bus,budget,couple,budget
T02621,19161,4,train,eco,group,eco
T02622,4234,2,bus,budget,family,budget
T02623,13218,7,bus,eco,group,eco
T02624,12007,3,car,mid,family,weekend
T02625,61079,14,car,luxury,solo,luxury
T02626,79355,14,car,luxury,solo,luxury
T02627,3127,2,train,budget,family,budget
T02628,7202,3,train,budget,family,budget
T02629,13672,5,bicycle,eco,group,eco
T02630,7636,2,car,budget,couple,weekend
T02631,77307,10,flight,luxury,family,luxury
T02632,13537,5,bus,eco,solo,eco
T02633,5064,2,train,budget,group,budget
T02634,13427,3,train,mid,family,weekend
T02635,13873,3,car,budget,couple,weekend
T02636,7071,3,bus,budget,family,budget
T02637,40149,5,car,luxury,solo,luxury
T02638,52494,10,flight,luxury,group,luxury
T02639,8876,3,train,mid,couple,weekend
T02640,11595,3,train,mid,couple,weekend
T02641,7921,1,bus,budget,family,budget
T02642,14743,4,train,eco,group,eco
T02643,61224,10,flight,luxury,couple,luxury
T02644,15251,7,train,eco,couple,eco
T02645,34134,7,flight,luxury,couple,luxury
T02646,4141,2,train,budget,family,budget
T02647,5239,3,bus,budget,group,budget
T02648,8160,2,car,mid,group,weekend
T02649,62313,7,flight,luxury,family,luxury
T02650,9644,2,car,budget,family,weekend
T02651,7790,2,train,budget,group,weekend
T02652,12478,5,train,eco,solo,eco
T02653,8330,3,train,mid,couple,weekend
T02654,7470,3,car,budget,couple,weekend
T02655,4179,2,bus,budget,couple,budget
T02656,5933,3,train,budget,family,budget
T02657,6907,3,bus,budget,family,budget
T02658,69815,5,flight,luxury,family,luxury
T02659,44718,7,flight,luxury,family,luxury
T02660,7944,3,car,mid,family,weekend
T02661,37411,10,car,luxury,group,luxury
T02662,17328,7,train,eco,couple,eco
T02663,12326,4,train,eco,group,eco
T02664,68500,7,flight,luxury,solo,luxury
T02665,47250,7,flight,luxury,couple,luxury
T02666,13569,4,bus,eco,group,eco
T02667,11223,2,car,budget,solo,weekend
T02668,13669,7,bus,eco,family,eco
T02669,3948,3,bus,budget,family,budget
T02670,8846,7,train,eco,solo,eco
T02671,53866,7,car,luxury,couple,luxury
T02672,5406,1,train,budget,couple,budget
T02673,18721,4,bus,eco,family,eco
T02674,19206,4,train,eco,family,eco
T02675,13804,7,train,eco,family,eco
T02676,7253,3,train,budget,family,budget
T02677,11571,2,car,budget,couple,weekend
T02678,12978,5,train,eco,solo,eco
T02679,7488,1,train,budget,family,budget
T02680,3021,1,bus,budget,couple,budget
T02681,49360,10,flight,luxury,family,luxury
T02682,65945,10,flight,luxury,couple,luxury
T02683,31837,14,flight,luxury,family,luxury
T02684,45759,10,car,luxury,couple,luxury
T02685,30680,14,flight,luxury,family,luxury
T02686,47834,14,flight,luxury,couple,luxury
T02687,7103,3,bus,budget,couple,budget
T02688,5473,3,bus,budget,group,budget
T02689,49787,7,flight,luxury,couple,luxury
T02690,5799,3,car,mid,group,weekend
T02691,4775,1,train,budget,family,budget
T02692,67139,5,flight,luxury,couple,luxury
T02693,35730,14,car,luxury,family,luxury
T02694,34079,10,car,luxury,group,luxury
T02695,6403,2,bus,budget,family,budget
T02696,8365,3,train,mid,family,weekend
T02697,10542,2,car,budget,group,weekend
T02698,71275,5,flight,luxury,couple,luxury
T02699,5493,3,train,budget,family,budget
T02700,5145,1,bus,budget,couple,budget
T02701,5482,1,train,budget,family,budget
T02702,9039,7,train,eco,family,eco
T02703,37012,14,car,luxury,solo,luxury
T02704,32924,5,car,luxury,group,luxury
T02705,57405,7,flight,luxury,group,luxury
T02706,7201,1,train,budget,family,budget
T02707,2699,2,train,budget,couple,budget
T02708,5217,3,train,budget,group,weekend
T02709,12662,2,car,mid,family,weekend
T02710,7589,1,train,budget,solo,budget
T02711,10104,7,bicycle,eco,couple,eco
T02712,69872,7,flight,luxury,family,luxury
T02713,4471,1,train,budget,family,budget
T02714,33840,5,flight,luxury,solo,luxury
T02715,14502,5,train,eco,family,eco
T02716,3708,3,train,budget,family,budget
T02717,12700,3,train,budget,family,weekend
T02718,7572,2,train,budget,solo,budget
T02719,75901,14,flight,luxury,family,luxury
T02720,13601,2,car,budget,family,weekend
T02721,2434,3,train,budget,solo,budget
T02722,15290,5,bus,eco,couple,eco
T02723,11644,5,bus,eco,family,eco
T02724,3607,1,bus,budget,family,budget
T02725,6324,3,bus,budget,couple,budget
T02726,45871,5,car,luxury,couple,luxury
T02727,2142,2,train,budget,family,budget
T02728,63949,10,flight,luxury,family,luxury
T02729,17059,5,train,eco,solo,eco
T02730,9818,3,car,budget,family,weekend
T02731,2793,2,train,budget,family,budget
T02732,17668,4,bicycle,eco,family,eco
T02733,39277,5,flight,luxury,couple,luxury
T02734,14724,3,car,budget,couple,weekend
T02735,7214,2,train,budget,group,budget
T02736,6457,2,train,budget,solo,budget
T02737,5932,1,train,budget,solo,budget
T02738,11724,3,car,budget,group,weekend
T02739,2912,1,train,budget,solo,budget
T02740,7554,2,train,mid,family,weekend
T02741,13927,3,train,budget,family,weekend
T02742,3649,2,train,budget,group,budget
T02743,7822,2,car,mid,family,weekend
T02744,15869,4,train,eco,group,eco
T02745,9224,3,car,mid,family,weekend
T02746,6799,1,bus,budget,solo,budget
T02747,54767,7,car,luxury,couple,luxury
T02748,13141,2,train,mid,solo,weekend
T02749,2196,2,train,budget,family,budget
T02750,7060,1,train,budget,couple,budget
T02751,4772,1,train,budget,couple,budget
T02752,5063,3,bus,budget,solo,budget
T02753,14230,4,bus,eco,solo,eco
T02754,76688,10,car,luxury,solo,luxury
T02755,10506,2,car,mid,couple,weekend
T02756,34181,5,car,luxury,group,luxury
T02757,31621,14,flight,luxury,family,luxury
T02758,18934,5,bicycle,eco,family,eco
T02759,14273,7,train,eco,family,eco
T02760,16097,7,train,eco,couple,eco
T02761,18767,7,bus,eco,family,eco
T02762,18501,7,train,eco,couple,eco
T02763,2929,3,bus,budget,group,budget
T02764,5656,2,car,mid,couple,weekend
T02765,7951,3,train,mid,couple,weekend
T02766,16075,4,bus,eco,solo,eco
T02767,9180,7,bicycle,eco,solo,eco
T02768,14250,3,car,budget,family,weekend
T02769,46377,10,flight,luxury,couple,luxury
T02770,5309,2,train,budget,group,budget
T02771,3384,1,train,budget,couple,budget
T02772,11354,7,train,eco,couple,eco
T02773,6836,2,train,budget,family,budget
T02774,55938,5,flight,luxury,family,luxury
T02775,7330,3,bus,budget,group,budget
T02776,8804,2,train,budget,group,weekend
T02777,19894,7,train,eco,couple,eco
T02778,17969,5,bus,eco,couple,eco
T02779,76746,14,flight,luxury,family,luxury
T02780,7142,3,car,budget,family,weekend
T02781,13759,4,bicycle,eco,solo,eco
T02782,9669,5,train,eco,family,eco
T02783,74414,14,flight,luxury,couple,luxury
T02784,55034,7,car,luxury,couple,luxury
T02785,4593,3,train,budget,family,budget
T02786,13154,7,train,eco,family,eco
T02787,4715,2,bus,budget,couple,budget
T02788,18231,5,bus,eco,couple,eco
T02789,9852,3,train,budget,group,weekend
T02790,36834,7,flight,luxury,family,luxury
T02791,76048,7,flight,luxury,family,luxury
T02792,8878,5,train,eco,solo,eco
T02793,8708,2,train,mid,couple,weekend
T02794,50792,7,car,luxury,solo,luxury
T02795,72406,14,flight,luxury,family,luxury
T02796,67467,5,flight,luxury,solo,luxury
T02797,71884,5,flight,luxury,family,luxury
T02798,5029,1,train,budget,solo,budget
T02799,6629,2,train,budget,solo,budget
T02800,4813,2,train,budget,couple,budget
T02801,11464,2,train,budget,family,weekend
T02802,7636,3,car,mid,family,weekend
T02803,3536,1,train,budget,solo,budget
T02804,58622,7,flight,luxury,solo,luxury
T02805,14898,7,train,eco,group,eco
T02806,79075,5,flight,luxury,family,luxury
T02807,8335,2,car,budget,couple,weekend
T02808,56029,14,car,luxury,solo,luxury
T02809,5630,3,train,budget,couple,weekend
T02810,51852,5,flight,luxury,couple,luxury
T02811,10963,3,car,budget,family,weekend
T02812,4274,1,bus,budget,family,budget
T02813,12302,3,car,mid,solo,weekend
T02814,46725,10,car,luxury,group,luxury
T02815,5252,2,bus,budget,solo,budget
T02816,8383,5,train,eco,solo,eco
T02817,15498,4,bicycle,eco,group,eco
T02818,14679,2,car,budget,group,weekend
T02819,9380,3,car,mid,solo,weekend
T02820,6011,3,train,budget,couple,budget
T02821,41743,7,flight,luxury,couple,luxury
T02822,3973,2,train,budget,group,budget
T02823,14474,5,bus,eco,group,eco
T02824,40555,14,flight,luxury,family,luxury
T02825,30105,10,car,luxury,family,luxury
T02826,10720,2,car,budget,group,weekend
T02827,8237,7,train,eco,family,eco
T02828,12336,7,bus,eco,solo,eco
T02829,11498,7,bus,eco,solo,eco
T02830,17035,4,bus,eco,family,eco
T02831,18998,5,train,eco,family,eco
T02832,43462,14,flight,luxury,group,luxury
T02833,9597,4,bicycle,eco,solo,eco
T02834,54356,5,flight,luxury,couple,luxury
T02835,3098,1,train,budget,family,budget
T02836,48877,10,car,luxury,couple,luxury
T02837,10146,2,train,mid,couple,weekend
T02838,74114,10,car,luxury,solo,luxury
T02839,7668,2,train,budget,family,budget
T02840,54485,7,flight,luxury,group,luxury
T02841,14938,2,train,budget,group,weekend
T02842,13099,7,train,eco,group,eco
T02843,3771,2,bus,budget,group,budget
T02844,8148,2,car,budget,solo,weekend
T02845,5969,2,train,budget,family,weekend
T02846,6215,2,train,mid,solo,weekend
T02847,6255,3,car,budget,family,weekend
T02848,61990,5,car,luxury,group,luxury
T02849,7666,3,train,mid,couple,weekend
T02850,2383,2,train,budget,group,budget
T02851,15469,5,bus,eco,family,eco
T02852,78540,7,flight,luxury,couple,luxury
T02853,51393,5,car,luxury,family,luxury
T02854,9054,4,bicycle,eco,solo,eco
T02855,7299,3,car,mid,family,weekend
T02856,5135,3,bus,budget,couple,budget
T02857,14127,2,car,budget,family,weekend
T02858,36746,5,car,luxury,family,luxury
T02859,68652,14,car,luxury,couple,luxury
T02860,10827,4,train,eco,family,eco
T02861,13878,3,train,mid,couple,weekend
T02862,53836,14,flight,luxury,family,luxury
T02863,11206,3,car,budget,group,weekend
T02864,7112,2,bus,budget,family,budget
T02865,11528,2,car,budget,family,weekend
T02866,3069,1,bus,budget,couple,budget
T02867,34063,7,flight,luxury,group,luxury
T02868,4733,2,train,budget,family,budget
T02869,10459,2,car,budget,group,weekend
T02870,6638,2,bus,budget,family,budget
T02871,62724,5,car,luxury,family,luxury
T02872,71184,7,flight,luxury,family,luxury
T02873,17650,7,bus,eco,couple,eco
T02874,18351,4,train,eco,couple,eco
T02875,38549,5,flight,luxury,solo,luxury
T02876,15456,4,bus,eco,family,eco
T02877,11890,7,train,eco,family,eco
T02878,8712,7,bus,eco,group,eco
T02879,2316,2,train,budget,group,budget
T02880,14214,3,train,mid,family,weekend
T02881,11260,5,bus,eco,couple,eco
T02882,19657,5,train,eco,family,eco
T02883,6423,3,bus,budget,solo,budget
T02884,9560,2,car,mid,group,weekend
T02885,71960,10,flight,luxury,family,luxury
T02886,7671,3,car,mid,family,weekend
T02887,39201,14,flight,luxury,family,luxury
T02888,15602,5,train,eco,solo,eco
T02889,48172,10,flight,luxury,solo,luxury
T02890,33211,14,car,luxury,solo,luxury
T02891,6140,2,train,mid,family,weekend
T02892,78591,14,flight,luxury,couple,luxury
T02893,2598,1,train,budget,group,budget
T02894,41440,10,car,luxury,family,luxury
T02895,14170,3,train,mid,couple,weekend
T02896,6539,2,bus,budget,group,budget
T02897,42563,5,flight,luxury,couple,luxury
T02898,7674,2,car,mid,solo,weekend
T02899,19096,5,train,eco,family,eco
T02900,47076,10,flight,luxury,group,luxury
T02901,17033,5,bus,eco,solo,eco
T02902,7029,2,car,budget,family,weekend
T02903,12451,3,train,budget,family,weekend
T02904,8474,3,train,budget,family,weekend
T02905,51406,14,car,luxury,family,luxury
T02906,36944,5,flight,luxury,family,luxury
T02907,12322,7,train,eco,couple,eco
T02908,9126,4,bus,eco,solo,eco
T02909,2616,2,bus,budget,couple,budget
T02910,5594,2,bus,budget,solo,budget
T02911,74913,5,flight,luxury,family,luxury
T02912,13554,2,car,mid,family,weekend
T02913,13807,4,bus,eco,family,eco
T02914,53165,14,flight,luxury,couple,luxury
T02915,75955,14,car,luxury,solo,luxury
T02916,67417,7,flight,luxury,couple,luxury
T02917,8662,4,bus,eco,group,eco
T02918,2269,2,bus,budget,family,budget
T02919,18982,4,bicycle,eco,family,eco
T02920,6856,3,train,budget,family,budget
T02921,18958,7,bicycle,eco,group,eco
T02922,33406,10,flight,luxury,group,luxury
T02923,8310,2,train,mid,solo,weekend
T02924,5514,3,train,budget,group,budget
T02925,5160,3,bus,budget,family,budget
T02926,14795,2,car,mid,group,weekend
T02927,10454,3,train,mid,couple,weekend
T02928,11285,7,bus,eco,group,eco
T02929,46583,14,flight,luxury,family,luxury
T02930,43185,5,car,luxury,family,luxury
T02931,7330,3,car,budget,group,weekend
T02932,39783,7,flight,luxury,family,luxury
T02933,5299,1,bus,budget,solo,budget
T02934,17733,5,bus,eco,couple,eco
T02935,10033,7,train,eco,couple,eco
T02936,5758,3,car,budget,couple,weekend
T02937,11410,3,car,budget,couple,weekend
T02938,15472,7,train,eco,couple,eco
T02939,5005,2,bus,budget,family,budget
T02940,37220,7,flight,luxury,couple,luxury
T02941,62786,7,flight,luxury,couple,luxury
T02942,6712,3,train,budget,family,budget
T02943,66994,5,flight,luxury,couple,luxury
T02944,5059,3,bus,budget,couple,budget
T02945,2709,2,train,budget,couple,budget
T02946,19333,4,bus,eco,family,eco
T02947,13075,2,train,mid,family,weekend
T02948,12511,7,train,eco,family,eco
T02949,6004,2,car,budget,family,weekend
T02950,7736,1,train,budget,family,budget
T02951,5080,3,train,budget,family,budget
T02952,14994,2,car,mid,family,weekend
T02953,17893,4,train,eco,family,eco
T02954,16683,4,bus,eco,solo,eco
T02955,12904,2,car,budget,couple,weekend
T02956,70111,10,flight,luxury,group,luxury
T02957,37750,14,flight,luxury,family,luxury
T02958,16577,7,train,eco,group,eco
T02959,8811,3,car,budget,family,weekend
T02960,12060,5,train,eco,group,eco
T02961,13559,2,train,mid,group,weekend
T02962,13607,3,car,budget,couple,weekend
T02963,3233,3,bus,budget,solo,budget
T02964,15931,4,bicycle,eco,couple,eco
T02965,5948,2,train,budget,solo,budget
T02966,8583,4,train,eco,group,eco
T02967,14834,4,train,eco,family,eco
T02968,13705,4,train,eco,couple,eco
T02969,79939,10,flight,luxury,group,luxury
T02970,14157,4,train,eco,family,eco
T02971,6904,2,car,budget,family,weekend
T02972,3501,3,train,budget,solo,budget
T02973,14253,7,bus,eco,family,eco
T02974,59766,10,flight,luxury,couple,luxury
T02975,50663,5,flight,luxury,group,luxury
T02976,12420,2,car,mid,solo,weekend
T02977,8348,7,bicycle,eco,couple,eco
T02978,12420,4,bicycle,eco,couple,eco
T02979,7687,2,train,mid,couple,weekend
T02980,5906,2,car,mid,couple,weekend
T02981,3943,1,train,budget,group,budget
T02982,54729,14,car,luxury,family,luxury
T02983,16807,5,train,eco,solo,eco
T02984,11338,2,car,mid,couple,weekend
T02985,13496,4,bicycle,eco,couple,eco
T02986,6588,2,train,budget,couple,budget
T02987,12284,4,train,eco,couple,eco
T02988,19435,4,train,eco,family,eco
T02989,32579,7,car,luxury,solo,luxury
T02990,65726,5,flight,luxury,family,luxury
T02991,14176,7,train,eco,family,eco
T02992,10453,2,train,mid,solo,weekend
T02993,12945,4,bus,eco,family,eco
T02994,18822,7,bus,eco,family,eco
T02995,16329,7,train,eco,solo,eco
T02996,2027,3,train,budget,group,budget
T02997,5305,1,train,budget,couple,budget
T02998,6812,2,train,budget,couple,budget
T02999,5508,1,train,budget,group,budget
T03000,44883,10,flight,luxury,couple,luxury
T03001,4974,1,train,budget,couple,budget
T03002,5192,3,train,mid,couple,weekend
T03003,12657,3,car,budget,couple,weekend
T03004,5550,1,train,budget,family,budget
T03005,17492,4,train,eco,couple,eco
T03006,9970,3,car,budget,family,weekend
T03007,5057,2,train,budget,group,budget
T03008,48181,10,car,luxury,family,luxury
T03009,8299,3,car,budget,couple,weekend
T03010,33818,5,flight,luxury,group,luxury
T03011,41517,10,flight,luxury,couple,luxury
T03012,8791,2,car,budget,family,weekend
T03013,4056,3,bus,budget,family,budget
T03014,12600,7,train,eco,family,eco
T03015,4701,2,bus,budget,solo,budget
T03016,36453,7,flight,luxury,family,luxury
T03017,4796,1,train,budget,family,budget
T03018,8519,3,car,budget,family,weekend
T03019,11020,4,train,eco,family,eco
T03020,2745,1,bus,budget,couple,budget
T03021,14723,2,car,mid,couple,weekend
T03022,14804,2,car,budget,solo,weekend
T03023,14959,5,train,eco,family,eco
T03024,5268,1,bus,budget,family,budget
T03025,17411,5,train,eco,solo,eco
T03026,7262,3,car,budget,couple,weekend
T03027,77376,14,flight,luxury,couple,luxury
T03028,3447,2,bus,budget,group,budget
T03029,9896,3,train,budget,couple,weekend
T03030,10439,2,car,budget,family,weekend
T03031,7340,2,train,mid,family,weekend
T03032,14394,3,car,budget,family,weekend
T03033,55851,5,flight,luxury,couple,luxury
T03034,19842,7,train,eco,family,eco
T03035,6081,1,train,budget,solo,budget
T03036,14992,7,bus,eco,couple,eco
T03037,4880,1,bus,budget,solo,budget
T03038,14233,2,car,mid,couple,weekend
T03039,6249,3,train,budget,solo,budget
T03040,54208,14,flight,luxury,family,luxury
T03041,9585,7,train,eco,couple,eco
T03042,64269,10,flight,luxury,solo,luxury
T03043,66921,5,flight,luxury,group,luxury
T03044,46105,7,car,luxury,couple,luxury
T03045,16000,4,bus,eco,couple,eco
T03046,55327,14,flight,luxury,family,luxury
T03047,3181,1,train,budget,couple,budget
T03048,65261,5,flight,luxury,couple,luxury
T03049,61247,14,car,luxury,family,luxury
T03050,9824,3,car,mid,group,weekend
T03051,5546,3,train,budget,family,budget
T03052,2743,3,bus,budget,solo,budget
T03053,7839,3,train,budget,family,weekend
T03054,3073,2,bus,budget,solo,budget
T03055,8778,7,bicycle,eco,group,eco
T03056,32088,10,flight,luxury,family,luxury
T03057,78598,5,flight,luxury,solo,luxury
T03058,2912,1,train,budget,family,budget
T03059,6376,1,train,budget,couple,budget
T03060,11980,2,train,budget,couple,weekend
T03061,12958,3,car,mid,family,weekend
T03062,12785,4,bus,eco,couple,eco
T03063,7253,3,train,budget,family,budget
T03064,14419,5,train,eco,solo,eco
T03065,5185,2,train,budget,family,weekend
T03066,34325,10,flight,luxury,couple,luxury
T03067,4187,1,bus,budget,family,budget
T03068,57489,10,car,luxury,solo,luxury
T03069,6072,2,car,budget,couple,weekend
T03070,10645,5,bus,eco,family,eco
T03071,75163,10,flight,luxury,family,luxury
T03072,67332,5,flight,luxury,family,luxury
T03073,6914,1,bus,budget,couple,budget
T03074,9213,7,bus,eco,couple,eco
T03075,50107,7,flight,luxury,group,luxury
T03076,8609,3,car,budget,family,weekend
T03077,59862,10,flight,luxury,group,luxury
T03078,5046,3,car,budget,family,weekend
T03079,45296,7,car,luxury,family,luxury
T03080,9123,2,car,budget,family,weekend
T03081,8892,2,car,budget,family,weekend
T03082,76533,7,flight,luxury,couple,luxury
T03083,3462,1,train,budget,couple,budget
T03084,12733,7,train,eco,group,eco
T03085,10075,3,car,budget,solo,weekend
T03086,8687,4,train,eco,family,eco
T03087,58603,5,flight,luxury,group,luxury
T03088,13622,7,train,eco,solo,eco
T03089,64359,7,flight,luxury,family,luxury
T03090,6383,2,train,budget,group,budget
T03091,75313,5,flight,luxury,solo,luxury
T03092,10560,3,train,mid,family,weekend
T03093,5833,3,train,mid,family,weekend
T03094,16902,5,train,eco,couple,eco
T03095,9606,5,bus,eco,family,eco
T03096,4271,2,bus,budget,family,budget
T03097,34098,7,flight,luxury,couple,luxury
T03098,5556,1,bus,budget,family,budget
T03099,50877,5,car,luxury,family,luxury
T03100,9241,3,car,mid,family,weekend
T03101,3283,3,bus,budget,couple,budget
T03102,8295,3,car,mid,group,weekend
T03103,5260,3,train,budget,family,budget
T03104,8078,7,bus,eco,family,eco
T03105,4832,3,train,budget,solo,budget
T03106,15838,7,train,eco,solo,eco
T03107,64172,5,car,luxury,family,luxury
T03108,63519,14,flight,luxury,solo,luxury
T03109,9460,3,car,mid,family,weekend
T03110,11802,2,car,budget,family,weekend
T03111,5668,3,bus,budget,group,budget
T03112,43063,10,car,luxury,couple,luxury
T03113,70967,5,flight,luxury,family,luxury
T03114,49527,7,flight,luxury,group,luxury
T03115,7347,2,train,budget,family,budget
T03116,40158,14,flight,luxury,family,luxury
T03117,14763,5,train,eco,couple,eco
T03118,3191,1,bus,budget,group,budget
T03119,13656,2,train,budget,couple,weekend
T03120,6575,2,train,budget,couple,budget
T03121,76477,10,flight,luxury,family,luxury
T03122,10861,2,train,mid,family,weekend
T03123,9056,3,car,budget,solo,weekend
